"price","no_rooms","no_bathrooms","area","neighborhood","municipality","type","cost_m2"
24000,4,4,300,"Fraccionamiento Camino Real","Zapopan","House",80
14500,2,3,60,"Paseos del Sol","Zapopan","House",241.666666666667
14000,3,2,150,"Fraccionamiento Villa California","Tlajomulco de Zúñiga","House",93.3333333333333
25000,3,3,180,"Bosques de Santa Anita","Tlajomulco de Zúñiga","House",138.888888888889
12000,3,2,124,"Fraccionamiento Colón Industrial","Guadalajara","House",96.7741935483871
55000,3,3,324,"Condominio Puerta Plata","Zapopan","House",169.753086419753
12000,3,3,104,"Element","Tlajomulco de Zúñiga","House",115.384615384615
11000,2,2,90,"Santa Ana Tepetitlán","Zapopan","House",122.222222222222
14500,3,2,90,"Fraccionamiento Valle de San Isidro","Zapopan","House",161.111111111111
24000,3,2,139,"Fraccionamiento Solares","Zapopan","House",172.661870503597
14000,3,2,130,"Fraccionamiento Arvento","Tlajomulco de Zúñiga","House",107.692307692308
14000,3,2,97,"Fraccionamiento Valle de San Isidro","Zapopan","House",144.329896907216
18000,3,3,260,"Bosques de Santa Anita","Tlajomulco de Zúñiga","House",69.2307692307692
23000,4,2,217,"Fraccionamiento Vallarta San Jorge","Guadalajara","House",105.990783410138
23500,3,2,130,"San Juan de Ocotan","Zapopan","House",180.769230769231
28000,3,4,250,"Fraccionamiento Solares","Zapopan","House",112
37000,3,3,250,"Loma Real","Zapopan","House",148
28500,3,3,165,"Bosques Vallarta","Zapopan","House",172.727272727273
53000,4,4,300,"Fraccionamiento Los Olivos Residencial","Zapopan","House",176.666666666667
28000,3,4,190,"Fraccionamiento Solares","Zapopan","House",147.368421052632
11500,3,2,102,"Jardines de Santa Anita","Tlajomulco de Zúñiga","House",112.745098039216
42000,3,2,300,"Ciudad Granja","Zapopan","House",140
15900,3,2,126,"Altavista Residencial","Zapopan","House",126.190476190476
12000,4,3,119,"Jardines Del Sur","Guadalajara","House",100.840336134454
7500,2,2,90,"Lomas de San Agustin","Tlajomulco de Zúñiga","House",83.3333333333333
13900,3,3,122,"Altavista Residencial","Zapopan","House",113.934426229508
13000,3,2,100,"Jardines de Santa Anita","Tlajomulco de Zúñiga","House",130
21000,3,3,130,"Fraccionamiento Valle Imperial","Zapopan","House",161.538461538462
21000,3,2,119,"Fraccionamiento Nueva Galicia Residencial","Tlajomulco de Zúñiga","House",176.470588235294
10000,5,3,93,"Fraccionamiento Hacienda La Tijera","Tlajomulco de Zúñiga","House",107.52688172043
55000,3,2,245,"Valle Real","Zapopan","House",224.489795918367
8000,2,1,69,"Jardines de San José","Guadalajara","House",115.942028985507
18300,3,2,180,"Jardines de los Arcos","Guadalajara","House",101.666666666667
26000,3,3,250,"Fraccionamiento Solares","Zapopan","House",104
19500,3,2,135,"Punto Sur","Tlajomulco de Zúñiga","House",144.444444444444
26000,4,3,195,"Virreyes Residencial","Zapopan","House",133.333333333333
40500,3,3,200,"Virreyes Residencial","Zapopan","House",202.5
25000,3,2,114,"San Agustín","Tlajomulco de Zúñiga","House",219.298245614035
20000,4,2,306,"Fraccionamiento Jardín Real","Zapopan","House",65.359477124183
25000,3,2,164,"Arcos Vallarta","Guadalajara","House",152.439024390244
28000,2,2,123,"Fraccionamiento Solares","Zapopan","House",227.642276422764
10000,3,1,232,"El Fortín","Zapopan","House",43.1034482758621
22000,2,4,60,"San Agustín","Tlajomulco de Zúñiga","House",366.666666666667
5000,3,1,130,"Copalita","Zapopan","House",38.4615384615385
22000,3,3,133,"Fraccionamiento Solares","Zapopan","House",165.413533834586
28000,5,3,318,"Vallarta Poniente","Guadalajara","House",88.0503144654088
31000,4,4,165,"Fraccionamiento Valle Esmeralda","Zapopan","House",187.878787878788
25000,3,3,107,"Conjunto habitacional Patria","Zapopan","House",233.644859813084
16142,3,2,112,"Altavista Residencial","Zapopan","House",144.125
25000,3,2,180,"Americana","Guadalajara","House",138.888888888889
22000,4,3,175,"Nuevo México","Zapopan","House",125.714285714286
6550,2,2,90,"El Moral","Tonalá","House",72.7777777777778
29000,3,3,170,"Fraccionamiento Solares","Zapopan","House",170.588235294118
45000,4,4,389,"Providencia","Guadalajara","House",115.681233933162
13500,2,2,159,"Fraccionamiento Villa California","Tlajomulco de Zúñiga","House",84.9056603773585
13900,3,3,120,"Santa Margarita ","Zapopan","House",115.833333333333
15000,3,2,140,"Belisario Domínguez","Guadalajara","House",107.142857142857
6500,3,4,90,"Las Agujas","Zapopan","House",72.2222222222222
20000,4,4,115,"Fraccionamiento Valle Imperial","Zapopan","House",173.913043478261
33000,3,3,200,"Arcos de Guadalupe","Zapopan","House",165
18000,2,1,110,"Country Club","Guadalajara","House",163.636363636364
29900,5,4,165,"Bosques Vallarta","Zapopan","House",181.212121212121
13600,3,2,90,"Plaza Guadalupe","Zapopan","House",151.111111111111
8000,3,2,75,"Alta California Residencial","Tlajomulco de Zúñiga","House",106.666666666667
10000,3,2,80,"Lomas Independencia","Guadalajara","House",125
8900,3,2,80,"Parques de Colón","Guadalajara","House",111.25
14000,3,2,200,"Nuevo México","Zapopan","House",70
18500,4,4,160,"Fraccionamiento Valle Imperial","Zapopan","House",115.625
14000,3,2,140,"Tlajomulco de Zúñiga","Tlajomulco de Zúñiga","House",100
9900,3,2,80,"Fraccionamiento Real Del Valle","Tlajomulco de Zúñiga","House",123.75
32000,3,5,154,"Valle Real","Zapopan","House",207.792207792208
6500,1,1,30,"Ladrón de Guevara","Guadalajara","House",216.666666666667
35000,4,3,320,"Vallarta Universidad","Zapopan","House",109.375
43000,4,3,290,"Ciudad Granja","Zapopan","House",148.275862068966
27000,3,5,205,"Fraccionamiento Solares","Zapopan","House",131.707317073171
22000,4,3,135,"Fraccionamiento Real del Carmen Grand","Zapopan","House",162.962962962963
15000,3,2,115,"Fraccionamiento Valle Imperial","Zapopan","House",130.434782608696
54000,3,3,283,"Colinas de San Javier","Zapopan","House",190.812720848057
15000,3,1,140,"Fraccionamiento El Alcázar (Casa Fuerte)","Tlajomulco de Zúñiga","House",107.142857142857
26000,3,4,290,"Fraccionamiento Solares","Zapopan","House",89.6551724137931
36000,4,2,229,"Americana","Guadalajara","House",157.205240174672
53000,4,5,351,"Providencia Sur","Guadalajara","House",150.997150997151
15000,2,2,80,"Jardines de Ixtepete","Zapopan","House",187.5
45000,4,5,300,"Altamira","Zapopan","House",150
18500,3,2,100,"Guadalupe Sur","Zapopan","House",185
16000,3,2,194,"Fraccionamiento Villa California","Tlajomulco de Zúñiga","House",82.4742268041237
14000,3,2,102,"Las Bóvedas","Zapopan","House",137.254901960784
7350,3,2,71,"Fraccionamiento Residencial Amaranto","Zapopan","House",103.521126760563
12200,3,2,111,"El TriAngulo","Zapopan","House",109.90990990991
19000,4,3,160,"La Perla","Guadalajara","House",118.75
12500,3,1,140,"Adamar","Tlajomulco de Zúñiga","House",89.2857142857143
50000,3,4,300,"Ciudad Granja","Zapopan","House",166.666666666667
15000,3,1,143,"Villas Del Tepeyac","Zapopan","House",104.895104895105
21000,3,3,221,"Fraccionamiento Jardín Real","Zapopan","House",95.0226244343891
15900,3,2,128,"Fraccionamiento Nueva Galicia Residencial","Tlajomulco de Zúñiga","House",124.21875
18000,3,2,151,"El Fortín","Zapopan","House",119.205298013245
23000,3,3,250,"El Colli Urbano","Zapopan","House",92
22750,3,2,122,"Ladrón de Guevara","Guadalajara","House",186.475409836066
15200,3,2,108,"Jardines de Santa Anita","Tlajomulco de Zúñiga","House",140.740740740741
19500,3,3,200,"Arboledas ","Zapopan","House",97.5
10000,3,2,89,"Tlajomulco de Zúñiga","Tlajomulco de Zúñiga","House",112.359550561798
18500,3,3,115,"Fraccionamiento Valle Imperial","Zapopan","House",160.869565217391
12500,3,2,130,"Fraccionamiento Nueva Galicia Residencial","Tlajomulco de Zúñiga","House",96.1538461538462
38000,5,5,250,"San Martin Del Tajo","Tlajomulco de Zúñiga","House",152
19500,3,2,121,"Sendas Residencial","Zapopan","House",161.157024793388
43000,4,3,290,"Ciudad Granja","Zapopan","House",148.275862068966
22000,3,4,295,"Santa Anita","Tlajomulco de Zúñiga","House",74.5762711864407
21000,3,2,103,"Ciudad Granja","Zapopan","House",203.883495145631
11500,3,2,102,"Bosques de Santa Anita","Tlajomulco de Zúñiga","House",112.745098039216
11500,2,2,80,"Fraccionamiento Cortijo de San Agustin","Tlajomulco de Zúñiga","House",143.75
32000,4,3,357,"Fraccionamiento Bugambilias","Zapopan","House",89.6358543417367
20000,3,3,132,"Fraccionamiento Porta Real","Zapopan","House",151.515151515152
7500,3,1,71,"Fraccionamiento Residencial Amaranto","Zapopan","House",105.633802816901
20000,3,3,136,"Arboledas ","Zapopan","House",147.058823529412
26000,3,2,165,"Fraccionamiento Mirador de San Isidro","Zapopan","House",157.575757575758
8500,3,2,70,"Tlajomulco de Zúñiga","Tlajomulco de Zúñiga","House",121.428571428571
30000,4,4,189,"Fraccionamiento Solares","Zapopan","House",158.730158730159
12500,3,2,115,"Fraccionamiento Bonanza Residencial","Tlajomulco de Zúñiga","House",108.695652173913
12300,3,2,120,NA,"Zapopan","House",102.5
13500,4,2,130,"Hogares de Nuevo México","Zapopan","House",103.846153846154
4500,4,3,160,"Nuevo México","Zapopan","House",28.125
60000,5,4,181,"Providencia 4a Secc","Guadalajara","House",331.491712707182
21000,3,2,132,"Universitaria","Guadalajara","House",159.090909090909
20000,3,3,250,"Fraccionamiento Porta Real","Zapopan","House",80
19800,3,2,300,"Altamira","Zapopan","House",66
65000,4,4,157,"Providencia","Guadalajara","House",414.012738853503
26500,3,5,105,"Fraccionamiento Solares","Zapopan","House",252.380952380952
20000,3,2,137,"Girasoles Acueducto","Zapopan","House",145.985401459854
16900,2,2,125,"Providencia","Guadalajara","Department",135.2
17300,3,2,120,"Country Club","Guadalajara","Department",144.166666666667
16150,4,4,147,"Country Club","Guadalajara","Department",109.863945578231
18500,3,3,136,"Nuevo México","Zapopan","Department",136.029411764706
35000,4,3,260,"Fraccionamiento Solares","Zapopan","Department",134.615384615385
34000,3,4,350,"Fraccionamiento Solares","Zapopan","Department",97.1428571428571
27500,3,2,114,"Jardines de La Patria","Zapopan","Department",241.228070175439
22000,2,2,133,"Lomas de Santa Anita","Tlajomulco de Zúñiga","Department",165.413533834586
90000,2,1,94,"Puerta de Hierro","Zapopan","Department",957.446808510638
18700,1,2,55,"San Juan de Ocotan","Zapopan","Department",340
42000,3,2,99,"Puerta de Hierro","Zapopan","Department",424.242424242424
14500,2,2,100,"Lomas de San Isidro","Zapopan","Department",145
23000,2,3,84,"Jardines Universidad","Zapopan","Department",273.809523809524
16900,3,2,233,"Fraccionamiento Valle Imperial","Zapopan","Department",72.5321888412017
55000,3,3,333,"Royal Country","Zapopan","Department",165.165165165165
28000,3,3,200,"Ciudad Granja","Zapopan","Department",140
35000,4,4,147,"Fraccionamiento Solares","Zapopan","Department",238.095238095238
45000,4,5,160,"Fraccionamiento Solares","Zapopan","Department",281.25
60000,2,2,143,"Puerta de Hierro","Zapopan","Department",419.58041958042
19500,2,2,100,"Jardines Del Sol","Zapopan","Department",195
40000,3,2,145,"Lomas Altas","Zapopan","Department",275.862068965517
27500,4,3,260,"Jardines de La Patria","Zapopan","Department",105.769230769231
73000,3,2,157,"Condominio Puerta Plata","Zapopan","Department",464.968152866242
21500,1,1,63,"Providencia","Guadalajara","Department",341.269841269841
31000,3,3,240,"Providencia","Guadalajara","Department",129.166666666667
32500,2,2,146,"Providencia","Guadalajara","Department",222.602739726027
22000,2,2,84,"Americana","Guadalajara","Department",261.904761904762
18500,3,2,120,"Nuevo México","Zapopan","Department",154.166666666667
40000,3,3,233,"Providencia","Guadalajara","Department",171.673819742489
14500,2,1,94,"Lomas de San Isidro","Zapopan","Department",154.255319148936
23000,1,2,55,"Jardines Universidad","Zapopan","Department",418.181818181818
22000,2,2,74,"Vallarta Universidad","Zapopan","Department",297.297297297297
35000,2,2,84,"Puerta de Hierro","Zapopan","Department",416.666666666667
22000,4,3,200,"Lomas de Santa Anita","Tlajomulco de Zúñiga","Department",110
23000,1,1,55,"Jardines Universidad","Zapopan","Department",418.181818181818
22000,2,2,84,"Americana","Guadalajara","Department",261.904761904762
16900,3,2,99,"Fraccionamiento Valle Imperial","Zapopan","Department",170.707070707071
35000,3,3,270,"Virreyes Residencial","Zapopan","Department",129.62962962963
35000,3,2,130,"Fraccionamiento Colomos Providencia","Guadalajara","Department",269.230769230769
45000,3,2,107,"Puerta de Hierro","Zapopan","Department",420.560747663551
34000,3,2,132,"Puerta de Hierro","Zapopan","Department",257.575757575758
59000,3,3,330,"Puerta de Hierro","Zapopan","Department",178.787878787879
14500,1,1,33,"San Juan de Ocotan","Zapopan","Department",439.393939393939
31850,2,2,136,"Lomas Altas","Zapopan","Department",234.191176470588
53000,2,2,169,"Puerta de Hierro","Zapopan","Department",313.609467455621
27500,1,1,98,"Country Club","Guadalajara","Department",280.612244897959
14600,3,2,94,"El Fortín","Zapopan","Department",155.31914893617
65000,3,4,220,"Puerta de Hierro","Zapopan","Department",295.454545454545
38000,3,4,151,"Lomas Altas","Zapopan","Department",251.655629139073
40000,4,3,198,"Chapalita","Guadalajara","Department",202.020202020202
9990,2,1,138,"Ciudad Granja","Zapopan","Department",72.3913043478261
25000,2,2,130,"Monraz","Guadalajara","Department",192.307692307692
25000,2,2,80,"Arcos Vallarta","Guadalajara","Department",312.5
17000,3,2,160,"Valle Real","Zapopan","Department",106.25
47000,2,3,98,"Fraccionamiento Colomos Providencia","Guadalajara","Department",479.591836734694
19000,1,2,50,"Ciudad de los niños","Zapopan","Department",380
7799,3,1,177,"Fraccionamiento Residencial Victoria","Zapopan","Department",44.0621468926554
52800,2,3,132,"Country Club","Guadalajara","Department",400
40000,1,2,72,"Prados de Providencia","Guadalajara","Department",555.555555555556
24000,1,1,45,"Americana","Guadalajara","Department",533.333333333333
18500,3,1,130,"Valle Real","Zapopan","Department",142.307692307692
18500,2,3,72,"Fraccionamiento Valle Imperial","Zapopan","Department",256.944444444444
60000,2,5,120,"Bosques de La Victoria","Guadalajara","Department",500
15000,1,2,66,"Vallarta Universidad","Zapopan","Department",227.272727272727
14500,2,1,108,"El Bajío","Zapopan","Department",134.259259259259
24000,2,2,110,"Jardines del Bosque","Guadalajara","Department",218.181818181818
18000,2,2,66,"Virreyes Residencial","Zapopan","Department",272.727272727273
22000,2,2,84,"Americana","Guadalajara","Department",261.904761904762
32000,2,2,130,"Fraccionamiento Colomos Providencia","Guadalajara","Department",246.153846153846
60000,2,2,143,"Puerta de Hierro","Zapopan","Department",419.58041958042
24500,2,1,103,"Arcos de Guadalupe","Zapopan","Department",237.864077669903
22000,2,2,74,"Vallarta Universidad","Zapopan","Department",297.297297297297
21500,1,1,63,"Providencia","Guadalajara","Department",341.269841269841
59000,3,3,330,"Puerta de Hierro","Zapopan","Department",178.787878787879
25000,2,2,125,"Altamira","Zapopan","Department",200
35000,2,2,84,"Puerta de Hierro","Zapopan","Department",416.666666666667
34000,3,2,132,"Puerta de Hierro","Zapopan","Department",257.575757575758
45000,3,4,200,"Puerta de Hierro","Zapopan","Department",225
35000,3,2,130,"Fraccionamiento Colomos Providencia","Guadalajara","Department",269.230769230769
14500,1,1,33,"San Juan de Ocotan","Zapopan","Department",439.393939393939
30000,3,2,127,"Lomas Altas","Zapopan","Department",236.220472440945
39500,2,2,137,"Providencia","Guadalajara","Department",288.321167883212
25500,2,2,116,"Fraccionamiento Lomas Del Country","Guadalajara","Department",219.827586206897
33000,2,2,145,"Colomos Patria","Zapopan","Department",227.586206896552
25000,2,2,130,"Arcos Vallarta","Guadalajara","Department",192.307692307692
25000,2,2,138,"Monraz","Guadalajara","Department",181.159420289855
17000,2,1,62,"Fraccionamiento Jardines de Guadalupe","Zapopan","Department",274.193548387097
19500,1,2,70,"Ladrón de Guevara","Guadalajara","Department",278.571428571429
35000,2,2,135,"Fraccionamiento Vallarta San Jorge","Guadalajara","Department",259.259259259259
68600,2,2,140,"Puerta de Hierro","Zapopan","Department",490
36000,2,1,150,"Valle Real","Zapopan","Department",240
20500,1,2,50,"Ciudad Granja","Zapopan","Department",410
19500,2,3,94,"Fraccionamiento Solares","Zapopan","Department",207.446808510638
40000,3,3,185,"Valle Real","Zapopan","Department",216.216216216216
59000,3,2,180,"Puerta de Hierro","Zapopan","Department",327.777777777778
27000,2,1,137,"Ciudad Del Sol","Zapopan","Department",197.080291970803
7799,1,2,50,"Fraccionamiento Residencial Victoria","Zapopan","Department",155.98
24500,1,2,74,"Providencia","Guadalajara","Department",331.081081081081
30000,3,2,165,"Providencia","Guadalajara","Department",181.818181818182
28000,2,2,90,"Americana","Guadalajara","Department",311.111111111111
26300,2,4,105,"Lomas Altas","Zapopan","Department",250.47619047619
38000,3,1,151,"Lomas Altas","Zapopan","Department",251.655629139073
18498,1,3,41,"Country Club","Guadalajara","Department",451.170731707317
36500,2,1,142,"Prados de Providencia","Guadalajara","Department",257.042253521127
26950,1,1,95,"Country Club","Guadalajara","Department",283.684210526316
30500,2,2,110,"Providencia","Guadalajara","Department",277.272727272727
70000,4,5,301,"Fraccionamiento Vallarta San Jorge","Guadalajara","Department",232.558139534884
20900,1,1,120,"Valle Real","Zapopan","Department",174.166666666667
31000,2,2,116,"Altamira","Zapopan","Department",267.241379310345
7799,1,1,44,"Fraccionamiento Residencial Victoria","Zapopan","Department",177.25
34500,3,2,120,"Valle Real","Zapopan","Department",287.5
19700,2,1,89,"Jocotán","Zapopan","Department",221.348314606742
12000,3,2,80,"Fraccionamiento Villas Del Ixtepete","Zapopan","Department",150
18000,1,1,60,"Ladrón de Guevara","Guadalajara","Department",300
30000,3,4,198,"Lagos Del Country ","Zapopan","Department",151.515151515152
22000,1,1,73,"Ladrón de Guevara","Guadalajara","Department",301.369863013699
26000,2,2,90,"Americana","Guadalajara","Department",288.888888888889
28600,2,2,127,"Fraccionamiento Colomos Providencia","Guadalajara","Department",225.196850393701
33000,3,2,140,"Fraccionamiento Real Vallarta","Zapopan","Department",235.714285714286
30000,2,2,90,"Country Club","Guadalajara","Department",333.333333333333
50000,3,3,160,"Providencia","Guadalajara","Department",312.5
19000,3,2,98,"Fraccionamiento Real de Valdepeñas","Zapopan","Department",193.877551020408
50000,3,3,180,"Fraccionamiento Colomos Providencia","Guadalajara","Department",277.777777777778
36500,3,3,167,"Providencia","Guadalajara","Department",218.562874251497
34000,3,2,135,"Valle Real","Zapopan","Department",251.851851851852
32000,3,2,167,"Providencia","Guadalajara","Department",191.616766467066
40000,2,2,132,"Prados de Providencia","Guadalajara","Department",303.030303030303
7799,1,1,50,"Fraccionamiento Residencial Victoria","Zapopan","Department",155.98
46800,4,4,280,"Providencia 1a Secc","Guadalajara","Department",167.142857142857
60000,3,3,385,"Country Club","Guadalajara","Department",155.844155844156
42000,3,2,178,"Vallarta Sur","Guadalajara","Department",235.955056179775
69000,3,4,300,"Fraccionamiento Cumbres","Zapopan","Department",230
48000,3,4,220,"Virreyes Residencial","Zapopan","Department",218.181818181818
24000,2,2,108,"Jardines del Bosque","Guadalajara","Department",222.222222222222
6000,1,2,75,"Santa María de Silo","Guadalajara","Department",80
38000,2,3,177,"Providencia","Guadalajara","Department",214.689265536723
45000,3,2,175,"Valle Real","Zapopan","Department",257.142857142857
34500,3,2,120,"Valle Real","Zapopan","Department",287.5
27000,2,1,137,"Ciudad Del Sol","Zapopan","Department",197.080291970803
18000,1,2,60,"Americana","Guadalajara","Department",300
53000,2,1,169,"Puerta de Hierro","Zapopan","Department",313.609467455621
23000,2,2,96,"Punto Sur","Tlajomulco de Zúñiga","Department",239.583333333333
19700,2,1,89,"Jocotán","Zapopan","Department",221.348314606742
38000,3,4,151,"Lomas Altas","Zapopan","Department",251.655629139073
70000,4,5,301,"Fraccionamiento Vallarta San Jorge","Guadalajara","Department",232.558139534884
24000,2,2,93,"Fraccionamiento Ladrón de Guevara","Guadalajara","Department",258.064516129032
25000,1,1,55,"Providencia","Guadalajara","Department",454.545454545455
22200,1,2,40,"Ayuntamiento","Guadalajara","Department",555
21500,2,2,70,"Americana","Guadalajara","Department",307.142857142857
38000,2,2,177,"Providencia","Guadalajara","Department",214.689265536723
29000,1,1,160,"Valle Real","Zapopan","Department",181.25
19500,2,2,70,"Ladrón de Guevara","Guadalajara","Department",278.571428571429
25000,2,2,64,"Americana","Guadalajara","Department",390.625
31000,2,2,116,"Altamira","Zapopan","Department",267.241379310345
28500,3,3,90,"Americana","Guadalajara","Department",316.666666666667
34000,1,2,177,"Fraccionamiento Colinas de San Javier","Guadalajara","Department",192.090395480226
24000,2,2,75,"Valle Real","Zapopan","Department",320
30000,3,3,84,"Colinas de San Javier","Zapopan","Department",357.142857142857
59000,3,3,180,"Puerta de Hierro","Zapopan","Department",327.777777777778
40000,3,3,229,"Valle Real","Zapopan","Department",174.672489082969
40000,3,3,185,"Valle Real","Zapopan","Department",216.216216216216
38000,2,2,109,"Jardines Universidad","Zapopan","Department",348.623853211009
26000,2,2,90,"Colinas de San Javier","Zapopan","Department",288.888888888889
21800,1,1,54,"Fraccionamiento Solares","Zapopan","Department",403.703703703704
32000,3,2,163,"Providencia","Guadalajara","Department",196.319018404908
17000,2,1,62,"Fraccionamiento Jardines de Guadalupe","Zapopan","Department",274.193548387097
16000,2,1,77,"Fraccionamiento Real de Valdepeñas","Zapopan","Department",207.792207792208
7800,1,2,39,"La Estancia","Zapopan","Department",200
30500,2,2,110,"Providencia","Guadalajara","Department",277.272727272727
14500,2,1,81,"La Palmita","Zapopan","Department",179.012345679012
17000,2,1,56,"Moderna","Guadalajara","Department",303.571428571429
26950,1,2,95,"Country Club","Guadalajara","Department",283.684210526316
27000,2,2,100,"Juan Manuel Vallarta","Zapopan","Department",270
26500,2,2,105,"Vallarta Universidad","Zapopan","Department",252.380952380952
25000,2,2,130,"Arcos Vallarta","Guadalajara","Department",192.307692307692
28000,2,2,90,"Americana","Guadalajara","Department",311.111111111111
19500,2,2,94,"Americana","Guadalajara","Department",207.446808510638
25000,2,2,138,"Monraz","Guadalajara","Department",181.159420289855
32000,3,2,138,"Providencia","Guadalajara","Department",231.884057971014
18498,1,1,41,"Country Club","Guadalajara","Department",451.170731707317
24500,1,2,74,"Providencia","Guadalajara","Department",331.081081081081
25000,2,2,72,"Americana","Guadalajara","Department",347.222222222222
24000,1,1,70,"Americana","Guadalajara","Department",342.857142857143
25000,3,3,119,"Arcos de Guadalupe","Zapopan","Department",210.084033613445
17000,2,2,84,"Alcalde Barranquitas","Guadalajara","Department",202.380952380952
30000,3,4,198,"Lagos Del Country ","Zapopan","Department",151.515151515152
46000,3,4,230,"Virreyes Residencial","Zapopan","Department",200
68600,2,2,140,"Puerta de Hierro","Zapopan","Department",490
45000,3,2,166,"Prados de Providencia","Guadalajara","Department",271.084337349398
36000,3,3,145,"Valle Real","Zapopan","Department",248.275862068966
36500,2,3,142,"Prados de Providencia","Guadalajara","Department",257.042253521127
59500,3,3,296,"Puerta de Hierro","Zapopan","Department",201.013513513514
7000,2,1,50,"TetlAn","Guadalajara","Department",140
30000,3,2,127,"Lomas Altas","Zapopan","Department",236.220472440945
39500,2,2,137,"Providencia","Guadalajara","Department",288.321167883212
26000,2,2,90,"Americana","Guadalajara","Department",288.888888888889
45000,3,2,167,"Santa Margarita Residencial","Zapopan","Department",269.461077844311
21000,2,2,105,"Fraccionamiento Ladrón de Guevara","Guadalajara","Department",200
18498,1,1,41,"Country Club","Guadalajara","Department",451.170731707317
24500,1,2,74,"Providencia","Guadalajara","Department",331.081081081081
25000,2,2,72,"Americana","Guadalajara","Department",347.222222222222
24000,1,1,70,"Americana","Guadalajara","Department",342.857142857143
25000,3,3,119,"Arcos de Guadalupe","Zapopan","Department",210.084033613445
17000,2,2,84,"Alcalde Barranquitas","Guadalajara","Department",202.380952380952
30000,3,4,198,"Lagos Del Country ","Zapopan","Department",151.515151515152
46000,3,4,230,"Virreyes Residencial","Zapopan","Department",200
68600,2,2,140,"Puerta de Hierro","Zapopan","Department",490
45000,3,2,166,"Prados de Providencia","Guadalajara","Department",271.084337349398
36000,3,3,145,"Valle Real","Zapopan","Department",248.275862068966
36500,2,3,142,"Prados de Providencia","Guadalajara","Department",257.042253521127
59500,3,3,296,"Puerta de Hierro","Zapopan","Department",201.013513513514
7000,2,1,50,"TetlAn","Guadalajara","Department",140
30000,3,2,127,"Lomas Altas","Zapopan","Department",236.220472440945
39500,2,2,137,"Providencia","Guadalajara","Department",288.321167883212
26000,2,2,90,"Americana","Guadalajara","Department",288.888888888889
45000,3,2,167,"Santa Margarita Residencial","Zapopan","Department",269.461077844311
21000,2,2,105,"Fraccionamiento Ladrón de Guevara","Guadalajara","Department",200
36000,3,3,145,"Valle Real","Zapopan","Department",248.275862068966
18000,2,2,94,"Ciudad Granja","Zapopan","Department",191.489361702128
36900,3,3,200,"Valle Real","Zapopan","Department",184.5
39500,2,2,137,"Providencia","Guadalajara","Department",288.321167883212
12500,2,2,54,"Mezquitan Country","Guadalajara","Department",231.481481481481
45000,3,2,167,"Santa Margarita Residencial","Zapopan","Department",269.461077844311
20000,2,1,110,"Valle Real","Zapopan","Department",181.818181818182
17000,1,1,55,"Providencia","Guadalajara","Department",309.090909090909
15000,2,2,65,"Bosques de La Victoria","Guadalajara","Department",230.769230769231
32000,3,1,167,"Providencia","Guadalajara","Department",191.616766467066
21500,1,2,96,"Fraccionamiento Circunvalación Vallarta","Guadalajara","Department",223.958333333333
33000,2,2,145,"Colomos Patria","Zapopan","Department",227.586206896552
20000,2,2,110,"Valle Real","Zapopan","Department",181.818181818182
36000,2,2,150,"Valle Real","Zapopan","Department",240
15000,2,3,120,"Vallarta Universidad","Zapopan","Department",125
59000,3,2,180,"Puerta de Hierro","Zapopan","Department",327.777777777778
34000,2,1,86,"Ciudad Granja","Zapopan","Department",395.348837209302
19900,1,1,111,"Juan Manuel Vallarta","Zapopan","Department",179.279279279279
48000,3,4,220,"Virreyes Residencial","Zapopan","Department",218.181818181818
28600,2,2,127,"Fraccionamiento Colomos Providencia","Guadalajara","Department",225.196850393701
27000,2,2,100,"Juan Manuel Vallarta","Zapopan","Department",270
33000,2,2,159,"Americana","Guadalajara","Department",207.547169811321
19800,2,2,70,"Country Club","Guadalajara","Department",282.857142857143
27500,1,1,98,"Country Club","Guadalajara","Department",280.612244897959
16000,2,2,106,"Fraccionamiento Jardín Real","Zapopan","Department",150.943396226415
21000,2,2,67,"Bosque Valdepeñas","Zapopan","Department",313.432835820896
36000,2,2,110,"Jardines Universidad","Zapopan","Department",327.272727272727
19000,3,2,98,"Fraccionamiento Real de Valdepeñas","Zapopan","Department",193.877551020408
25000,2,2,82,"Valle Real","Zapopan","Department",304.878048780488
27500,2,2,151,"Valle Real","Zapopan","Department",182.119205298013
25000,1,2,72,"Fraccionamiento Colomos Providencia","Guadalajara","Department",347.222222222222
70000,4,5,301,"Fraccionamiento Vallarta San Jorge","Guadalajara","Department",232.558139534884
30500,2,2,110,"Providencia","Guadalajara","Department",277.272727272727
18498,1,1,41,"Country Club","Guadalajara","Department",451.170731707317
25000,2,2,130,"Arcos Vallarta","Guadalajara","Department",192.307692307692
46000,3,4,230,"Virreyes Residencial","Zapopan","Department",200
45000,3,2,166,"Prados de Providencia","Guadalajara","Department",271.084337349398
36000,3,3,145,"Valle Real","Zapopan","Department",248.275862068966
38000,3,3,119,"Lomas del Valle","Zapopan","Department",319.327731092437
40000,2,2,132,"Prados de Providencia","Guadalajara","Department",303.030303030303
23000,2,2,72,"Americana","Guadalajara","Department",319.444444444444
31000,2,2,116,"Altamira","Zapopan","Department",267.241379310345
23000,2,2,90,"Ladrón de Guevara","Guadalajara","Department",255.555555555556
39000,3,2,196,"Valle Real","Zapopan","Department",198.979591836735
30000,3,2,165,"Providencia","Guadalajara","Department",181.818181818182
